"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"10842","","Downstream signaling events of B Cell Receptor (BCR)","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","3.482621565928391E-8","0.0975609756097561","123","0.15","Reactome pathways","REAC:R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","80"
"10842","","TNFR2 non-canonical NF-kB pathway","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|SERHL2|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","225255|225169|226221|225163|226591|226289|225991|226457|226409|225345|225683|226139|226255","3.523122238999199E-8","0.10569105691056911","123","0.13","Reactome pathways","REAC:R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","100"
"10842","","Mitotic G1 phase and G1/S transition","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TRIM65|TTC23L|EAPP","15","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226087|225819|225975","3.938470626582424E-8","0.12195121951219512","123","0.10204081632653061","Reactome pathways","REAC:R-HSA-453279","Mitotic G1 phase and G1/S transition","147"
"10842","","UCH proteinases","""REAC""","PSMD4|E6|Psmb5|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","225255|225169|226239|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","4.0053287099931654E-8","0.10569105691056911","123","0.12871287128712872","Reactome pathways","REAC:R-HSA-5689603","UCH proteinases","101"
"10842","","Cyclin E associated events during G1/S transition ","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","4.6987947984307835E-8","0.0975609756097561","123","0.14634146341463414","Reactome pathways","REAC:R-HSA-69202","Cyclin E associated events during G1/S transition ","82"
"10842","","ABC-family proteins mediated transport","""REAC""","PSMD4|RPL29|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","225255|226621|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","5.1544953940509436E-8","0.10569105691056911","123","0.1262135922330097","Reactome pathways","REAC:R-HSA-382556","ABC-family proteins mediated transport","103"
"10842","","Degradation of beta-catenin by the destruction complex","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","5.44089452295455E-8","0.0975609756097561","123","0.14457831325301204","Reactome pathways","REAC:R-HSA-195253","Degradation of beta-catenin by the destruction complex","83"
"21031","","""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]","""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","PHB1|UBE2L3|HERC2|PSMD4|BBS1|HAL|UBXN1|ZNF250|MEOX2|E6|NELFCD|Psmb5|TUBB2B|PIGF|PAK1|RNASE7|b3kpl7_human|RPL17|CA10|PSMC1|TTC3|SERHL2|PRAG1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|TAT|Arhgef15|SNAPC3|CELA2B|RAD23B|ACTBL2","37","225133","226543|225923|225507|225255|226111|226435|226755|225867|225669|225169|226075|226239|226699|226221|225163|226591|225351|226595|226115|226243|226031|226289|226003|225991|226457|226409|225345|225683|226139|226255|226315|225217|225491|225367|226127|225771|226349","5.453537301415241E-8","0.21764705882352942","170","0.02765321375186846","Gene Ontology Biological Process","GO:0009057","macromolecule catabolic process","1338"
"10842","","Interleukin-1 family signaling","""REAC""","PSMD4|LARS1|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|CELA2B","15","225133","225255|226491|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226315|226127","5.7888187138410364E-8","0.12195121951219512","123","0.09933774834437085","Reactome pathways","REAC:R-HSA-446652","Interleukin-1 family signaling","151"
"10842","","Cross-presentation of soluble exogenous antigens (endosomes)","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|PSMD12","10","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|226255","5.7994917216053065E-8","0.08130081300813008","123","0.20408163265306123","Reactome pathways","REAC:R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","49"
"8484","","Proteasome","""KEGG""","PSMD4|E6|PIGF|PAK1|RNASE7|KDM2A|H2AC4|ATG9A|PSMD12","9","225133","225255|225169|226221|225163|226591|226457|226409|225345|226255","5.840737391568096E-8","0.10344827586206896","87","0.1956521739130435","KEGG","KEGG:03050","Proteasome","46"
"10842","","Cyclin A:Cdk2-associated events at S phase entry","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","6.287544695598759E-8","0.0975609756097561","123","0.14285714285714285","Reactome pathways","REAC:R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","84"
"10842","","Hedgehog 'on' state","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","7.251720305726433E-8","0.0975609756097561","123","0.1411764705882353","Reactome pathways","REAC:R-HSA-5632684","Hedgehog 'on' state","85"
"10842","","KEAP1-NFE2L2 pathway","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|Ube3a|PSMD12","13","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|225945|226255","7.447597414441735E-8","0.10569105691056911","123","0.12264150943396226","Reactome pathways","REAC:R-HSA-9755511","KEAP1-NFE2L2 pathway","106"
"10842","","Regulation of ornithine decarboxylase (ODC)","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|PSMD12","10","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|226255","8.847260278038007E-8","0.08130081300813008","123","0.19607843137254902","Reactome pathways","REAC:R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","51"
"3383","","PA700 complex","""CORUM""","PSMD4|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A","8","225133","225255|226221|225163|226591|225991|226457|226409|225345","1.418633340408405E-7","0.12698412698412698","63","0.4"," Manually annotated protein complexes from mammalian organisms","CORUM:32","PA700 complex","20"
"10842","","ER-Phagosome pathway","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","1.4394616593058314E-7","0.0975609756097561","123","0.13333333333333333","Reactome pathways","REAC:R-HSA-1236974","ER-Phagosome pathway","90"
"10842","","Axon guidance","""REAC""","PSMD4|CCDC92|SMARCC2|MARF1|TP53BP2|PARVA|FAF2|E6|TCF19|HIST2H2BF|AFTPH|PIGF|PAK1|RNASE7|TEPSIN|POTEF|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|UBC|SNAPC3|RAD23A","26","225133","225255|226123|226295|225361|225805|225995|226147|225169|226027|225955|226035|226221|225163|226591|226307|226555|225991|226457|226409|225345|225683|226139|226255|225383|225367|225757","1.5030811000238265E-7","0.21138211382113822","123","0.04735883424408015","Reactome pathways","REAC:R-HSA-422475","Axon guidance","549"
"10842","","Ub-specific processing proteases","""REAC""","CCP110|PSMD4|LARS1|RPL29|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|SUMO3|CELA2B","17","225133","226361|225255|226491|226621|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226019|226127","1.8141609440917976E-7","0.13821138211382114","123","0.07692307692307693","Reactome pathways","REAC:R-HSA-5689880","Ub-specific processing proteases","221"
"10842","","G2/M Transition","""REAC""","CCP110|PSMD4|LARS1|E6|TCF19|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|Rtkn","16","225133","226361|225255|226491|225169|226027|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|225211","2.385661562604711E-7","0.13008130081300814","123","0.08205128205128205","Reactome pathways","REAC:R-HSA-69275","G2/M Transition","195"
"10842","","Mitotic G2-G2/M phases","""REAC""","CCP110|PSMD4|LARS1|E6|TCF19|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|Rtkn","16","225133","226361|225255|226491|225169|226027|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|225211","2.774515565592496E-7","0.13008130081300814","123","0.08121827411167512","Reactome pathways","REAC:R-HSA-453274","Mitotic G2-G2/M phases","197"
"10842","","Transcriptional regulation by RUNX2","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|SRPRB","13","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226301","2.904672440026323E-7","0.10569105691056911","123","0.11016949152542373","Reactome pathways","REAC:R-HSA-8878166","Transcriptional regulation by RUNX2","118"
"10842","","Beta-catenin independent WNT signaling","""REAC""","PSMD4|MTUS1|FAF2|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","14","225133","225255|226529|226147|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","3.012801679037668E-7","0.11382113821138211","123","0.0979020979020979","Reactome pathways","REAC:R-HSA-3858494","Beta-catenin independent WNT signaling","143"
"10842","","Metabolism of polyamines","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|PSMD12","10","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|226255","3.3797492148881494E-7","0.08130081300813008","123","0.1724137931034483","Reactome pathways","REAC:R-HSA-351202","Metabolism of polyamines","58"
"10842","","Nervous system development","""REAC""","PSMD4|CCDC92|SMARCC2|MARF1|TP53BP2|PARVA|FAF2|E6|TCF19|HIST2H2BF|AFTPH|PIGF|PAK1|RNASE7|TEPSIN|POTEF|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|UBC|SNAPC3|RAD23A","26","225133","225255|226123|226295|225361|225805|225995|226147|225169|226027|225955|226035|226221|225163|226591|226307|226555|225991|226457|226409|225345|225683|226139|226255|225383|225367|225757","3.9199456942071455E-7","0.21138211382113822","123","0.04529616724738676","Reactome pathways","REAC:R-HSA-9675108","Nervous system development","574"
"10842","","Signaling by Hedgehog","""REAC""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD10|PSMD12","14","225133","225255|225169|226027|226221|225163|226591|225991|226457|226409|225345|225683|226139|226251|226255","5.200084806651739E-7","0.11382113821138211","123","0.09395973154362416","Reactome pathways","REAC:R-HSA-5358351","Signaling by Hedgehog","149"
"22097","","""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]","""IPI""|""NAS""|""TAS""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|UBE2L3|HERC2|PSMD4|MAGEA1|TANGO6|MEF2C|SMARCC2|ECH1|MTUS1|OR6T1|FAM133A|MTAP|LARS1|TP53|CGGBP1|COPS7B|KLK7|PARVA|H1-4|HAL|ipi00768616-rat-pro|MEOX1|Rhoa|E6|TIMP2|NELFCD|RAC1|ZNF366|Psmb5|RMI1|NSUN2|HIST2H2BF|AFTPH|RARA|PIGF|CSTPP1|PAK1|RNASE7|b3kpl7_human|DISC1|CA10|PSMC4|PSMC1|PRAG1|UBE2D1|TEPSIN|TMEM14B|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|MAP7D1|S100A4|PSMD12|MAGEA12|TMEM31|IDH1|SEM1|NR4A3|TRPV5|UBE2N|SRPRB|TAT|WDR4|Arhgef15|SUMO3|TRIM65|TTC23L|RBM14|PLAUR|RAD23A|RAD23B|Epha4|CCDC74A|EAPP|USP14","80","225133","226399|226543|225923|225507|225255|226181|226677|225911|226295|226377|226529|226213|226151|226519|226491|225241|225533|226133|226463|225995|226335|226435|226319|225655|225277|225169|226685|226075|225161|226765|226239|226083|225511|225955|226035|226011|226221|226039|225163|226591|225351|225971|226115|226247|226243|226003|226331|226307|225445|225991|226457|226409|225345|225683|226139|226503|226277|226255|225637|226315|225403|226281|225423|226325|225927|226301|225217|226091|225491|226019|226087|225819|226577|226225|225757|225771|225941|226119|225975|226727","5.675634811874248E-7","0.45714285714285713","175","0.014490128599891324","Gene Ontology Cellular Component branch","GO:0031981","nuclear lumen","5521"
"3383","","PA700-20S-PA28 complex","""CORUM""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A","9","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345","5.950468448926575E-7","0.14285714285714285","63","0.2727272727272727"," Manually annotated protein complexes from mammalian organisms","CORUM:193","PA700-20S-PA28 complex","33"
"10842","","Antigen processing: Ubiquitination & Proteasome degradation","""REAC""","UBE2L3|HERC2|PSMD4|E6|PIGF|PAK1|RNASE7|RPL17|CA10|PSMC1|TTC3|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31","19","225133","225923|225507|225255|225169|226221|225163|226591|226595|226115|226243|226031|225991|226457|226409|225345|225683|226139|226255|226315","6.677011206864607E-7","0.15447154471544716","123","0.06168831168831169","Reactome pathways","REAC:R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation","308"
"21031","","""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]","""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","PHB1|ECI2|UBE2L3|HERC2|PSMD4|RPL21|LARS1|CFTR|BBS1|RPS26|HAL|UBXN1|ZNF250|MEOX2|E6|NELFCD|Psmb5|TUBB2B|PIGF|PAK1|RNASE7|b3kpl7_human|RPL17|CA10|PSMC1|TTC3|SERHL2|PRAG1|Tnf|RPH3A|NOMO2|KDM2A|H2AC4|ATG9A|MID2|KRT72|DOK4|MAP7D1|Ube3a|PSMD12|TMEM31|UBC|RHBDD2|UBE2N|TAT|Arhgef15|SNAPC3|CELA2B|RAD23A|RAD23B|ACTBL2","51","225133","226543|226387|225923|225507|225255|226607|226491|225895|226111|226635|226435|226755|225867|225669|225169|226075|226239|226699|226221|225163|226591|225351|226595|226115|226243|226031|226289|226003|226321|225287|225991|226457|226409|225345|225683|226479|226139|226503|225945|226255|226315|225383|225431|225927|225217|225491|225367|226127|225757|225771|226349","7.463020053540674E-7","0.3","170","0.01995305164319249","Gene Ontology Biological Process","GO:0009056","catabolic process","2556"
"20212","","""Binding to a protein."" [GOC:go_curators]","""IPI""|""NAS""|""TAS""|""EXP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|KDELR1|ECI2|CCP110|RXFP1|UBE2L3|MAGEA8|HERC2|PSMD4|P0DTD1-PRO_0000449633|MAGEA1|CCDC92|TANGO6|MEF2C|SMARCC2|RPL21|ECH1|MTUS1|ubiq_human|SCRIB|SCAMP1|EML1|OR6T1|FAM133A|EID1|MTAP|MARF1|LARS1|RPL29|TP53|CFTR|CGGBP1|COPS7B|KLK7|GMCL2|TP53BP2|PRELID3A|VASP|BBS1|PARVA|UBAC2|H1-4|HAL|DAZAP2|UBXN1|ZNF250|ipi00768616-rat-pro|ZFAND2B|FAF2|MEOX2|MEOX1|Rhoa|E6|E7|TIMP2|RAC1|ZNF366|Psmb5|TCF19|RMI1|NSUN2|PpD3|HBA1|PAX5|HIST2H2BF|RHOA|TUBB2B|AFTPH|RARA|PIGF|CSTPP1|ALOX12B|PAK1|RNASE7|b3kpl7_human|DISC1|RPL17|CCT4|Psmd6|CA10|ERCC6L2|KTN1|PSMC4|PSMC1|TTC3|SERHL2|EEF1AKMT3|UBE3C|PRAG1|ZFAND6|UBE2D2|KLHL38|ZFAND5|JADE1|UBE2D1|UBE3A|Tnf|TEPSIN|RPH3A|CAPN3|POTEF|TMEM14B|NOMO2|KDM2A|ANKRD49|H2AC4|RPSA|MID2|KRT72|DOK4|MAP7D1|MAP7D2|S100A4|Ube3a|PSMD10|PSMD12|MAGEA12|PSMD14|PSMD13|TMEM31|UBB|UBC|Rtkn|RHBDD2|IDH1|FUZ|SEM1|NR4A3|PIP|TRPV5|UBE2N|LCN1|SRPRB|EIF4G1|SLC25A1|YWHAE|TAT|WDR4|Arhgef15|SUMO3|SNAPC3|CEP170|HIF1AN|TRIM65|TTC23L|RBM14|CELA2B|PLAUR|RAD23A|RAD23B|H2BC12|Epha4|ACTBL2|CCDC74A|EAPP|USP14|OR5M8|Herc2|ASAP3|Ephb2","161","225133","226399|226543|226175|226387|226361|226273|225923|226069|225507|225255|226217|226181|226123|226677|225911|226295|226607|226377|226529|225935|225919|226015|225983|226213|226151|225979|226519|225361|226491|226621|225241|225895|225533|226133|226463|226167|225805|226235|226737|226111|225995|225833|226335|226435|225547|226755|225867|226319|226761|226147|225669|225655|225277|225169|226051|226685|225161|226765|226239|226027|226083|225511|226231|226059|225689|225955|225213|226699|226035|226011|226221|226039|226357|225163|226591|225351|225971|226595|226365|226267|226115|226405|226487|226247|226243|226031|226289|226143|226715|226003|226749|225959|225357|226745|225453|226331|225167|226321|226307|225287|225963|226555|225445|225991|226457|226103|226409|226649|225683|226479|226139|226503|226187|226277|225945|226251|226255|225637|226263|226259|226315|225375|225383|225211|225431|225403|226161|226281|225423|226549|226325|225927|226497|226301|226055|226663|226095|225217|226091|225491|226019|225367|226369|225465|226087|225819|226577|226127|226225|225757|225771|226423|225941|226349|226119|225975|226727|226209|226171|225341|225489","8.812584099480686E-7","0.9147727272727273","176","0.010850518937862246","Gene Ontology Molecular Function","GO:0005515","protein binding","14838"
"10842","","RUNX1 regulates transcription of genes involved in differentiation of HSCs","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|SUMO3","13","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226019","8.853723938436403E-7","0.10569105691056911","123","0.10077519379844961","Reactome pathways","REAC:R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","129"
"10842","","Antigen processing-Cross presentation","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","8.891041257656924E-7","0.0975609756097561","123","0.11428571428571428","Reactome pathways","REAC:R-HSA-1236975","Antigen processing-Cross presentation","105"
"21031","","""Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]","""TAS""|""IGI""|""IMP""|""IBA""|""IEA""|""IDA""","HAL|Psmb5|TUBB2B|PAK1|RNASE7|TTC3|NOMO2|H2AC4|MID2|TAT|Arhgef15|SNAPC3|CELA2B|RAD23B|ACTBL2","15","225133","226435|226239|226699|225163|226591|226031|225991|226409|225683|225217|225491|225367|226127|225771|226349","1.3412762414237535E-6","0.08823529411764706","170","0.06437768240343347","Gene Ontology Biological Process","GO:1903050","regulation of proteolysis involved in protein catabolic process","233"
"8286","","Parkin ubiquitin proteasomal system pathway","""WP""","UBE2L3|PSMD4|TCF19|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A","10","225133","225923|225255|226027|226221|225163|226591|225991|226457|226409|225345","1.6702678397608495E-6","0.1","100","0.14084507042253522","WikiPathways","WP:WP2359","Parkin ubiquitin proteasomal system pathway","71"
"10842","","PTEN Regulation","""REAC""","PSMD4|LARS1|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","225255|226491|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","2.036920191884211E-6","0.10569105691056911","123","0.09420289855072464","Reactome pathways","REAC:R-HSA-6807070","PTEN Regulation","138"
"22097","","""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]","""IPI""|""NAS""|""TAS""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|ECI2|UBE2L3|HERC2|PSMD4|MAGEA1|TANGO6|MEF2C|SMARCC2|RPL21|ECH1|MTUS1|OR6T1|FAM133A|MTAP|LARS1|TP53|CGGBP1|COPS7B|KLK7|GMCL2|PARVA|H1-4|HAL|ZNF250|ipi00768616-rat-pro|MEOX2|MEOX1|Rhoa|E6|TIMP2|NELFCD|RAC1|ZNF366|Psmb5|RMI1|NSUN2|HIST2H2BF|AFTPH|RARA|PIGF|CSTPP1|ALOX12B|PAK1|RNASE7|b3kpl7_human|DISC1|CA10|PSMC4|PSMC1|PRAG1|UBE2D1|TEPSIN|TMEM14B|NOMO2|KDM2A|H2AC4|ATG9A|MID2|KRT72|DOK4|MAP7D1|S100A4|Ube3a|PSMD12|MAGEA12|TMEM31|IDH1|SEM1|NR4A3|TRPV5|UBE2N|SRPRB|YWHAE|TAT|WDR4|Arhgef15|SUMO3|TRIM65|TTC23L|RBM14|PLAUR|RAD23A|RAD23B|Epha4|CCDC74A|EAPP|USP14","89","225133","226399|226543|226387|225923|225507|225255|226181|226677|225911|226295|226607|226377|226529|226213|226151|226519|226491|225241|225533|226133|226463|226167|225995|226335|226435|225867|226319|225669|225655|225277|225169|226685|226075|225161|226765|226239|226083|225511|225955|226035|226011|226221|226039|226357|225163|226591|225351|225971|226115|226247|226243|226003|226331|226307|225445|225991|226457|226409|225345|225683|226479|226139|226503|226277|225945|226255|225637|226315|225403|226281|225423|226325|225927|226301|226095|225217|226091|225491|226019|226087|225819|226577|226225|225757|225771|225941|226119|225975|226727","2.1210420000329593E-6","0.5085714285714286","175","0.013369385609133243","Gene Ontology Cellular Component branch","GO:0031974","membrane-enclosed lumen","6657"
"22097","","""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]","""IPI""|""NAS""|""TAS""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|ECI2|UBE2L3|HERC2|PSMD4|MAGEA1|TANGO6|MEF2C|SMARCC2|RPL21|ECH1|MTUS1|OR6T1|FAM133A|MTAP|LARS1|TP53|CGGBP1|COPS7B|KLK7|GMCL2|PARVA|H1-4|HAL|ZNF250|ipi00768616-rat-pro|MEOX2|MEOX1|Rhoa|E6|TIMP2|NELFCD|RAC1|ZNF366|Psmb5|RMI1|NSUN2|HIST2H2BF|AFTPH|RARA|PIGF|CSTPP1|ALOX12B|PAK1|RNASE7|b3kpl7_human|DISC1|CA10|PSMC4|PSMC1|PRAG1|UBE2D1|TEPSIN|TMEM14B|NOMO2|KDM2A|H2AC4|ATG9A|MID2|KRT72|DOK4|MAP7D1|S100A4|Ube3a|PSMD12|MAGEA12|TMEM31|IDH1|SEM1|NR4A3|TRPV5|UBE2N|SRPRB|YWHAE|TAT|WDR4|Arhgef15|SUMO3|TRIM65|TTC23L|RBM14|PLAUR|RAD23A|RAD23B|Epha4|CCDC74A|EAPP|USP14","89","225133","226399|226543|226387|225923|225507|225255|226181|226677|225911|226295|226607|226377|226529|226213|226151|226519|226491|225241|225533|226133|226463|226167|225995|226335|226435|225867|226319|225669|225655|225277|225169|226685|226075|225161|226765|226239|226083|225511|225955|226035|226011|226221|226039|226357|225163|226591|225351|225971|226115|226247|226243|226003|226331|226307|225445|225991|226457|226409|225345|225683|226479|226139|226503|226277|225945|226255|225637|226315|225403|226281|225423|226325|225927|226301|226095|225217|226091|225491|226019|226087|225819|226577|226225|225757|225771|225941|226119|225975|226727","2.1210420000329593E-6","0.5085714285714286","175","0.013369385609133243","Gene Ontology Cellular Component branch","GO:0043233","organelle lumen","6657"
"22097","","""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]","""IPI""|""NAS""|""TAS""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|ECI2|UBE2L3|HERC2|PSMD4|MAGEA1|TANGO6|MEF2C|SMARCC2|RPL21|ECH1|MTUS1|OR6T1|FAM133A|MTAP|LARS1|TP53|CGGBP1|COPS7B|KLK7|GMCL2|PARVA|H1-4|HAL|ZNF250|ipi00768616-rat-pro|MEOX2|MEOX1|Rhoa|E6|TIMP2|NELFCD|RAC1|ZNF366|Psmb5|RMI1|NSUN2|HIST2H2BF|AFTPH|RARA|PIGF|CSTPP1|ALOX12B|PAK1|RNASE7|b3kpl7_human|DISC1|CA10|PSMC4|PSMC1|PRAG1|UBE2D1|TEPSIN|TMEM14B|NOMO2|KDM2A|H2AC4|ATG9A|MID2|KRT72|DOK4|MAP7D1|S100A4|Ube3a|PSMD12|MAGEA12|TMEM31|IDH1|SEM1|NR4A3|TRPV5|UBE2N|SRPRB|YWHAE|TAT|WDR4|Arhgef15|SUMO3|TRIM65|TTC23L|RBM14|PLAUR|RAD23A|RAD23B|Epha4|CCDC74A|EAPP|USP14","89","225133","226399|226543|226387|225923|225507|225255|226181|226677|225911|226295|226607|226377|226529|226213|226151|226519|226491|225241|225533|226133|226463|226167|225995|226335|226435|225867|226319|225669|225655|225277|225169|226685|226075|225161|226765|226239|226083|225511|225955|226035|226011|226221|226039|226357|225163|226591|225351|225971|226115|226247|226243|226003|226331|226307|225445|225991|226457|226409|225345|225683|226479|226139|226503|226277|225945|226255|225637|226315|225403|226281|225423|226325|225927|226301|226095|225217|226091|225491|226019|226087|225819|226577|226225|225757|225771|225941|226119|225975|226727","2.1210420000329593E-6","0.5085714285714286","175","0.013369385609133243","Gene Ontology Cellular Component branch","GO:0070013","intracellular organelle lumen","6657"
